text,label,source,subject,length
"Says that when Democrats controlled Congress and the White House, federal spending as a share of the Gross Domestic Product leapt from 18.2 percent in 2001 to 25.2 percent in 2009 -- the largest such increase in any eight-year period since World War II. a Facebook post.",0,liar,"debt,economy,federal-budget,voting-record",47
"The CBOs latest report confirms what Republicans have been saying for years now. Under Obamacare, millions of hardworking Americans will lose their jobs. a news release.",0,liar,"economy,health-care,jobs",26
The U.S. Supreme Court is five guys who start determining what contraceptions are legal. a press conference,0,liar,"health-care,sexuality,women",17
Adding ethanol to gas raises food costs. a statement on his campaign website.,1,liar,"agriculture,energy",13
Says Mitt Romney once supported President Obamas health care plan but now opposes it. a television ad,0,liar,"health-care,message-machine-2012",17
"The USAFreedom Act undercuts privacy becausethe phone records will be in the hands of the phone companies with hundreds of people available to look at the records, versus 20 or 30 people in the government. an interview with CNNs Jake Tapper",0,liar,"homeland-security,terrorism",41
"The people who were running the budget, in the Corzine years, decided to steal from the unemployment trust fund. As did other Governors before. We simply dont do that, havent done it, and wont permit it. an answer to a caller on NJ 101.5s Ask The Governor program",0,liar,"state-finances,taxes",48
You can import as many hemp products into this country as you want...but we cant grow it. a legislative hearing,1,liar,"drugs,legal-issues,marijuana",20
Says Gina Raimondos venture capital firm secured a secret no-bid contract funded by taxpayers. a commercial,0,liar,"candidates-biography,city-government,corporations,ethics,message-machine-2014,campaign-advertising,pensions,retirement",16
We spend more money on antacids than we do on politics. comments on NBCs Meet the Press,0,liar,"campaign-finance,economy",17
Mitt Romney has proposed cutting his own taxes while raising them on 18 million working families. a campaign speech in Ohio,1,liar,taxes,21
Social Security is a Ponzi scheme. a Republican presidential debate,0,liar,social-security,10
Jeff Greene can buy anything ... he owns two mansions. a TV ad.,1,liar,"candidates-biography,elections,message-machine",13
Says Elizabeth Warren lied when she says I want to abolish the Federal Minimum Wage. a tweet,0,liar,workers,17
"Obama says his health care plan is universal. Las Vegas, Nev.",0,liar,health-care,11
"Brendan Doherty wants to repeal Obamacare, increasing drug prices for seniors. a campaign commercial",0,liar,"drugs,health-care,medicare,message-machine-2012,campaign-advertising,poverty,public-health",14
Abortion coverage is a standard insurance benefit in nearly 90 percent of private plans sold in the U.S. a statement.,0,liar,"abortion,health-care",20
"Toledo is fourth in the nation behind much bigger cities Miami, Las Vegas, Portland in number of human trafficking arrests and rescues. a speech in the Ohio Senate",0,liar,"crime,human-rights",28
94 percent of winning candidates in 2010 had more money than their opponents. a sign at an Occupy Wall Street protest,1,liar,"campaign-finance,occupy-wall-street",21
Barack Obama and Joe Biden oppose new drilling at home and oppose nuclear power. a statement on the RNC Web site,0,liar,energy,21
Congress will begin its recess without having allocated one penny to fight Zika. a post on Medium,1,liar,public-health,17
"I am the only candidate on either side who has laid out a specific plan about what I would do to defeat ISIS. a speech in Burlington, Iowa",0,liar,"foreign-policy,terrorism",28
The new health care law will cut 500 billion from Medicare. That will hurt the quality of our care. a campaign ad,0,liar,"health-care,medicare,message-machine",22
"President Obama once said he wants everybody in America to go to college. a speech in Troy, Mich.",0,liar,education,18
"Before this law, any group could go out anywhere, register voters, sit on the voter registration forms for unlimited amount of time. an interview",0,liar,elections,24
Ed Gillespie would not mention Donald Trumps name unless he was condemning him. an interview.,0,liar,campaign-advertising,15
"The delay inschool testingwas not that of a vendor, the problem was not that of the test materials itself,it was the product of a cyber attack. House Education Appropriations Committee Hearing",0,liar,education,31
"Democrats already agreed to a deal that Republicans wanted, that Eric Cantor said would be a win. an appearance on CNNs Crossfire",1,liar,"federal-budget,pundits",22
One of the main functions of the Department of Homeland Securitys SAVE database is checking voter registration citizenship status. a state Senate ethics and elections committee hearing,0,liar,elections,27
"Eight of the nine justices in the Supreme Court decision on campaign finance said that not only is it constitutional for Congress to require disclosure of the special interest money, but they recommend we do it. a press conference",1,liar,"campaign-finance,supreme-court",39
"The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the shoe bomber, the Unabomber, and many others. a speech on the Senate floor.",1,liar,terrorism,45
Says George Washington said a free people should be armed to guard against government tyranny. an interview on Fox News Sunday,0,liar,"government-regulation,guns",21
Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the NSA database. an interview on Last Week Tonight,1,liar,"homeland-security,technology,terrorism",31
"Says for every dollar the state spent on audits last year, it delivered 64 in cost savings. a speech at the Oregon Summit.",1,liar,government-efficiency,23
Says a Republican hasnt won an election for a presidency in New Jersey since 1988. a news conference,1,liar,"elections,states",18
"Despite having their budget increased by over 40 percent since 2009 pending claims for benefits with the Department of Veterans Affairs have increased from 391,000 to 890,000 under the Obama Administration. a ZPolitics op-ed",1,liar,veterans,34
"U.S. Rep. John Barrow, D-Ga., does not want to audit the Federal Reserve. a tweet",0,liar,financial-regulation,15
This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative. statement,0,liar,health-care,32
"I am going to be on the ballot in all 50 states. There is no other third-party candidate thats going to come close to achieving that. an interview with Evan Smith on Overheard, premiered Sept. 6, 2012",1,liar,elections,37
"After World War II, we tried, convicted, and, in some cases, executed Japanese soldiers for war crimes that included charges of waterboarding. a news release.",1,liar,"history,terrorism",25
